+DATA/DCDB_TCH_BOM/027E5A394E7AA930E0630324F00A8CF5/DATAFILE/ajinni.507.1199682023
ONLINE ,Normal,READ WRITE,1073741824,         0,

+DATA/DCDB_TCH_BOM/027E5A394E7AA930E0630324F00A8CF5/DATAFILE/ajinni.425.1199682025
ONLINE ,Normal,READ WRITE,1073741824,         0,

+DATA/DCDB_TCH_BOM/027E5A394E7AA930E0630324F00A8CF5/DATAFILE/ajinni.1424.1199682037
ONLINE ,Normal,READ WRITE,1073741824,         0,

+DATA/DCDB_TCH_BOM/027E5A394E7AA930E0630324F00A8CF5/DATAFILE/ajinni.1599.1199682027
ONLINE ,Normal,READ WRITE,1073741824,         0,

+DATA/DCDB_TCH_BOM/027E5A394E7AA930E0630324F00A8CF5/DATAFILE/ajinni.1521.1199682031
ONLINE ,Normal,READ WRITE,1073741824,         0,

+DATA/DCDB_TCH_BOM/027E5A394E7AA930E0630324F00A8CF5/DATAFILE/ajinni.1517.1199682031
ONLINE ,Normal,READ WRITE,1073741824,         0,

+DATA/DCDB_TCH_BOM/027E5A394E7AA930E0630324F00A8CF5/DATAFILE/ajinni.1015.1199683463
ONLINE ,Normal,READ WRITE,1073741824,         0,

+DATA/DCDB_TCH_BOM/027E5A394E7AA930E0630324F00A8CF5/DATAFILE/ajinni.451.1199683575
ONLINE ,Normal,READ WRITE,1073741824,         0,

+DATA/DCDB_TCH_BOM/027E5A394E7AA930E0630324F00A8CF5/DATAFILE/ajinni.793.1199683571
ONLINE ,Normal,READ WRITE,1073741824,         0,

+DATA/DCDB_TCH_BOM/027E5A394E7AA930E0630324F00A8CF5/DATAFILE/ajinni.971.1199683575
ONLINE ,Normal,READ WRITE,1073741824,         0,

+DATA/DCDB_TCH_BOM/027E5A394E7AA930E0630324F00A8CF5/DATAFILE/ajinni.992.1199683571
ONLINE ,Normal,READ WRITE,1073741824,         0,

+DATA/DCDB_TCH_BOM/027E5A394E7AA930E0630324F00A8CF5/DATAFILE/ajinni.442.1199683575
ONLINE ,Normal,READ WRITE,1073741824,         0,

+DATA/DCDB_TCH_BOM/027E5A394E7AA930E0630324F00A8CF5/DATAFILE/ajinni.711.1199683577
ONLINE ,Normal,READ WRITE,1073741824,         0,

+DATA/DCDB_TCH_BOM/027E5A394E7AA930E0630324F00A8CF5/DATAFILE/ajinni.954.1199683663
ONLINE ,Normal,READ WRITE,1073741824,         0,

+DATA/DCDB_TCH_BOM/027E5A394E7AA930E0630324F00A8CF5/DATAFILE/ajinni.946.1199683697
ONLINE ,Normal,READ WRITE,1073741824,         0,

+DATA/DCDB_TCH_BOM/027E5A394E7AA930E0630324F00A8CF5/DATAFILE/ajinni.930.1199683775
ONLINE ,Normal,READ WRITE,1073741824,         0,

