+DATA/DCDB_TCH_BOM/027E5A394E7AA930E0630324F00A8CF5/DATAFILE/apex.1384.1199697567
    233572,  5.715147,     22902,12.1115647

+DATA/DCDB_TCH_BOM/027E5A394E7AA930E0630324F00A8CF5/DATAFILE/system.731.1199699101
     59803,1.46328728,      2337,1.23590633

+DATA/DCDB_TCH_BOM/027E5A394E7AA930E0630324F00A8CF5/DATAFILE/system.1917.1199680779
     49667,1.21527497,      2543,1.34484801

+DATA/DCDB_TCH_BOM/027E5A394E7AA930E0630324F00A8CF5/DATAFILE/undotbs1.496.1199695749
     44889,1.09836467,     27330, 14.453282

+DATA/DCDB_TCH_BOM/027E5A394E7AA930E0630324F00A8CF5/DATAFILE/system.689.1199699101
     40102, .98123416,      2851,1.50773169

+DATA/DCDB_TCH_BOM/027E5A394E7AA930E0630324F00A8CF5/DATAFILE/sysaux.264.1199680779
     28626,.700434119,      7089,3.74896876

+DATA/DCDB_TCH_BOM/027E5A394E7AA930E0630324F00A8CF5/DATAFILE/apps_ts_tx_data.1057.1199694477
     20900,.511390802,       156,.082499524

+DATA/DCDB_TCH_BOM/027E5A394E7AA930E0630324F00A8CF5/DATAFILE/apps_ts_tx_data.1272.1199703771
     18213,.445644051,        11,.005817274

+DATA/DCDB_TCH_BOM/027E5A394E7AA930E0630324F00A8CF5/DATAFILE/apps_ts_tx_data.1615.1199704109
     18198,.445277025,         8,.004230745

+DATA/DCDB_TCH_BOM/027E5A394E7AA930E0630324F00A8CF5/DATAFILE/apps_ts_tx_data.1413.1199704735
     18197,.445252556,         8,.004230745

+DATA/DCDB_TCH_BOM/027E5A394E7AA930E0630324F00A8CF5/DATAFILE/apps_ts_tx_data.1352.1199697583
     18186,.444983403,        13, .00687496

+DATA/DCDB_TCH_BOM/027E5A394E7AA930E0630324F00A8CF5/DATAFILE/apps_ts_tx_data.1101.1199705151
     18185,.444958935,         9,.004759588

+DATA/DCDB_TCH_BOM/027E5A394E7AA930E0630324F00A8CF5/DATAFILE/apps_ts_tx_data.674.1199705217
     18178,.444787655,        14,.007403803

